bin_number,bin_length,cartes_bancaires_network,active_merchant_network,bin_to_store_in_active_merchant
4976649,7,"VISA, CARTE_BANCAIRE",visa,497664
4378751,7,"VISA, CARTE_BANCAIRE",visa,437875
4378755,7,"VISA, CARTE_BANCAIRE",visa,437875
4976961,7,"VISA, CARTE_BANCAIRE",visa,497696
4562019,7,"VISA, CARTE_BANCAIRE",visa,456201
4562018,7,"VISA, CARTE_BANCAIRE",visa,456201
4836225,7,"VISA, CARTE_BANCAIRE",visa,483622
4378757,7,"VISA, CARTE_BANCAIRE",visa,437875
4976964,7,"VISA, CARTE_BANCAIRE",visa,497696
4976967,7,"VISA, CARTE_BANCAIRE",visa,497696
4836224,7,"VISA, CARTE_BANCAIRE",visa,483622
4378758,7,"VISA, CARTE_BANCAIRE",visa,437875
4836226,7,"VISA, CARTE_BANCAIRE",visa,483622
4562826,7,"VISA, CARTE_BANCAIRE",visa,456282
4562828,7,"VISA, CARTE_BANCAIRE",visa,456282
4378753,7,"VISA, CARTE_BANCAIRE",visa,437875
4836222,7,"VISA, CARTE_BANCAIRE",visa,483622
4562827,7,"VISA, CARTE_BANCAIRE",visa,456282
4562011,7,"VISA, CARTE_BANCAIRE",visa,456201
4562015,7,"VISA, CARTE_BANCAIRE",visa,456201
4976966,7,"VISA, CARTE_BANCAIRE",visa,497696
4836228,7,"VISA, CARTE_BANCAIRE",visa,483622
4378756,7,"VISA, CARTE_BANCAIRE",visa,437875
4976647,7,"VISA, CARTE_BANCAIRE",visa,497664
4836229,7,"VISA, CARTE_BANCAIRE",visa,483622
4378759,7,"VISA, CARTE_BANCAIRE",visa,437875
4976963,7,"VISA, CARTE_BANCAIRE",visa,497696
4976645,7,"VISA, CARTE_BANCAIRE",visa,497664
4562824,7,"VISA, CARTE_BANCAIRE",visa,456282
4976969,7,"VISA, CARTE_BANCAIRE",visa,497696
4836221,7,"VISA, CARTE_BANCAIRE",visa,483622
4836227,7,"VISA, CARTE_BANCAIRE",visa,483622
4976643,7,"VISA, CARTE_BANCAIRE",visa,497664
4562014,7,"VISA, CARTE_BANCAIRE",visa,456201
4562013,7,"VISA, CARTE_BANCAIRE",visa,456201
4976644,7,"VISA, CARTE_BANCAIRE",visa,497664
4976646,7,"VISA, CARTE_BANCAIRE",visa,497664
4562821,7,"VISA, CARTE_BANCAIRE",visa,456282
4562825,7,"VISA, CARTE_BANCAIRE",visa,456282
4836223,7,"VISA, CARTE_BANCAIRE",visa,483622
4562016,7,"VISA, CARTE_BANCAIRE",visa,456201
4976642,7,"VISA, CARTE_BANCAIRE",visa,497664
4974705,7,"VISA, CARTE_BANCAIRE",visa,497470
4974708,7,"VISA, CARTE_BANCAIRE",visa,497470
4974532,7,"VISA, CARTE_BANCAIRE",visa,497453
4974707,7,"VISA, CARTE_BANCAIRE",visa,497470
4974103,7,"VISA, CARTE_BANCAIRE",visa,497410
4974612,7,"VISA, CARTE_BANCAIRE",visa,497461
4974100,7,"VISA, CARTE_BANCAIRE",visa,497410
4974530,7,"VISA, CARTE_BANCAIRE",visa,497453
4974538,7,"VISA, CARTE_BANCAIRE",visa,497453
4974533,7,"VISA, CARTE_BANCAIRE",visa,497453
4974617,7,"VISA, CARTE_BANCAIRE",visa,497461
4974104,7,"VISA, CARTE_BANCAIRE",visa,497410
4974537,7,"VISA, CARTE_BANCAIRE",visa,497453
4974105,7,"VISA, CARTE_BANCAIRE",visa,497410
4974611,7,"VISA, CARTE_BANCAIRE",visa,497461
4974619,7,"VISA, CARTE_BANCAIRE",visa,497461
4974703,7,"VISA, CARTE_BANCAIRE",visa,497470
4974616,7,"VISA, CARTE_BANCAIRE",visa,497461
4974706,7,"VISA, CARTE_BANCAIRE",visa,497470
4974108,7,"VISA, CARTE_BANCAIRE",visa,497410
4974535,7,"VISA, CARTE_BANCAIRE",visa,497453
4974615,7,"VISA, CARTE_BANCAIRE",visa,497461
4974531,7,"VISA, CARTE_BANCAIRE",visa,497453
4974700,7,"VISA, CARTE_BANCAIRE",visa,497470
4974536,7,"VISA, CARTE_BANCAIRE",visa,497453
4974106,7,"VISA, CARTE_BANCAIRE",visa,497410
4974539,7,"VISA, CARTE_BANCAIRE",visa,497453
4974709,7,"VISA, CARTE_BANCAIRE",visa,497470
4974610,7,"VISA, CARTE_BANCAIRE",visa,497461
4974613,7,"VISA, CARTE_BANCAIRE",visa,497461
4974618,7,"VISA, CARTE_BANCAIRE",visa,497461
4974702,7,"VISA, CARTE_BANCAIRE",visa,497470
4974109,7,"VISA, CARTE_BANCAIRE",visa,497410
4974107,7,"VISA, CARTE_BANCAIRE",visa,497410
4974701,7,"VISA, CARTE_BANCAIRE",visa,497470
4971626,7,"VISA, CARTE_BANCAIRE",visa,497162
4971624,7,"VISA, CARTE_BANCAIRE",visa,497162
4971623,7,"VISA, CARTE_BANCAIRE",visa,497162
4971622,7,"VISA, CARTE_BANCAIRE",visa,497162
4971627,7,"VISA, CARTE_BANCAIRE",visa,497162
4971549,7,"VISA, CARTE_BANCAIRE",visa,497154
4971544,7,"VISA, CARTE_BANCAIRE",visa,497154
4971543,7,"VISA, CARTE_BANCAIRE",visa,497154
4971629,7,"VISA, CARTE_BANCAIRE",visa,497162
4971548,7,"VISA, CARTE_BANCAIRE",visa,497154
4971547,7,"VISA, CARTE_BANCAIRE",visa,497154
4971546,7,"VISA, CARTE_BANCAIRE",visa,497154
4971545,7,"VISA, CARTE_BANCAIRE",visa,497154
4971628,7,"VISA, CARTE_BANCAIRE",visa,497162
4971625,7,"VISA, CARTE_BANCAIRE",visa,497162
4970698,7,"VISA, CARTE_BANCAIRE",visa,497069
4970728,7,"VISA, CARTE_BANCAIRE",visa,497072
4970722,7,"VISA, CARTE_BANCAIRE",visa,497072
5325568,7,"MASTER, CARTE_BANCAIRE",master,532556
4698068,7,"VISA, CARTE_BANCAIRE",visa,469806
4970736,7,"VISA, CARTE_BANCAIRE",visa,497073
4970739,7,"VISA, CARTE_BANCAIRE",visa,497073
4970693,7,"VISA, CARTE_BANCAIRE",visa,497069
4970699,7,"VISA, CARTE_BANCAIRE",visa,497069
4698308,7,"VISA, CARTE_BANCAIRE",visa,469830
5353248,7,"MASTER, CARTE_BANCAIRE",master,535324
4970727,7,"VISA, CARTE_BANCAIRE",visa,497072
4976788,7,"VISA, CARTE_BANCAIRE",visa,497678
4970729,7,"VISA, CARTE_BANCAIRE",visa,497072
4970725,7,"VISA, CARTE_BANCAIRE",visa,497072
4970720,7,"VISA, CARTE_BANCAIRE",visa,497072
5325348,7,"MASTER, CARTE_BANCAIRE",master,532534
4970730,7,"VISA, CARTE_BANCAIRE",visa,497073
4970695,7,"VISA, CARTE_BANCAIRE",visa,497069
4562258,7,"VISA, CARTE_BANCAIRE",visa,456225
4698058,7,"VISA, CARTE_BANCAIRE",visa,469805
4970734,7,"VISA, CARTE_BANCAIRE",visa,497073
4970738,7,"VISA, CARTE_BANCAIRE",visa,497073
5589438,7,"MASTER, CARTE_BANCAIRE",master,558943
4970692,7,"VISA, CARTE_BANCAIRE",visa,497069
4970724,7,"VISA, CARTE_BANCAIRE",visa,497072
4562118,7,"VISA, CARTE_BANCAIRE",visa,456211
4970694,7,"VISA, CARTE_BANCAIRE",visa,497069
4970723,7,"VISA, CARTE_BANCAIRE",visa,497072
4970732,7,"VISA, CARTE_BANCAIRE",visa,497073
4970690,7,"VISA, CARTE_BANCAIRE",visa,497069
4976418,7,"VISA, CARTE_BANCAIRE",visa,497641
4970726,7,"VISA, CARTE_BANCAIRE",visa,497072
4970737,7,"VISA, CARTE_BANCAIRE",visa,497073
4970697,7,"VISA, CARTE_BANCAIRE",visa,497069
5325548,7,"MASTER, CARTE_BANCAIRE",master,532554
4970696,7,"VISA, CARTE_BANCAIRE",visa,497069
4698048,7,"VISA, CARTE_BANCAIRE",visa,469804
4698078,7,"VISA, CARTE_BANCAIRE",visa,469807
4010068,7,"VISA, CARTE_BANCAIRE",visa,401006
4010058,7,"VISA, CARTE_BANCAIRE",visa,401005
4562738,7,"VISA, CARTE_BANCAIRE",visa,456273
4970733,7,"VISA, CARTE_BANCAIRE",visa,497073
4970735,7,"VISA, CARTE_BANCAIRE",visa,497073
5350668,7,"MASTER, CARTE_BANCAIRE",master,535066
4562748,7,"VISA, CARTE_BANCAIRE",visa,456274
5325098,7,"MASTER, CARTE_BANCAIRE",master,532509
5589428,7,"MASTER, CARTE_BANCAIRE",master,558942
4979993,7,"VISA, CARTE_BANCAIRE",visa,497999
4979998,7,"VISA, CARTE_BANCAIRE",visa,497999
4979992,7,"VISA, CARTE_BANCAIRE",visa,497999
4979991,7,"VISA, CARTE_BANCAIRE",visa,497999
4979990,7,"VISA, CARTE_BANCAIRE",visa,497999
4979999,7,"VISA, CARTE_BANCAIRE",visa,497999
4979996,7,"VISA, CARTE_BANCAIRE",visa,497999
4979994,7,"VISA, CARTE_BANCAIRE",visa,497999
4979995,7,"VISA, CARTE_BANCAIRE",visa,497999
4972295,7,"VISA, CARTE_BANCAIRE",visa,497229
4972297,7,"VISA, CARTE_BANCAIRE",visa,497229
4972291,7,"VISA, CARTE_BANCAIRE",visa,497229
4972298,7,"VISA, CARTE_BANCAIRE",visa,497229
4972294,7,"VISA, CARTE_BANCAIRE",visa,497229
4972299,7,"VISA, CARTE_BANCAIRE",visa,497229
4972293,7,"VISA, CARTE_BANCAIRE",visa,497229
4972296,7,"VISA, CARTE_BANCAIRE",visa,497229
4972292,7,"VISA, CARTE_BANCAIRE",visa,497229
4970302,7,"VISA, CARTE_BANCAIRE",visa,497030
4970375,7,"VISA, CARTE_BANCAIRE",visa,497037
4970407,7,"VISA, CARTE_BANCAIRE",visa,497040
4970435,7,"VISA, CARTE_BANCAIRE",visa,497043
4970437,7,"VISA, CARTE_BANCAIRE",visa,497043
4970427,7,"VISA, CARTE_BANCAIRE",visa,497042
4970462,7,"VISA, CARTE_BANCAIRE",visa,497046
4970447,7,"VISA, CARTE_BANCAIRE",visa,497044
4970412,7,"VISA, CARTE_BANCAIRE",visa,497041
4970743,7,"VISA, CARTE_BANCAIRE",visa,497074
4970741,7,"VISA, CARTE_BANCAIRE",visa,497074
4970472,7,"VISA, CARTE_BANCAIRE",visa,497047
4970477,7,"VISA, CARTE_BANCAIRE",visa,497047
4970372,7,"VISA, CARTE_BANCAIRE",visa,497037
4970797,7,"VISA, CARTE_BANCAIRE",visa,497079
4970405,7,"VISA, CARTE_BANCAIRE",visa,497040
4970452,7,"VISA, CARTE_BANCAIRE",visa,497045
4970432,7,"VISA, CARTE_BANCAIRE",visa,497043
4970382,7,"VISA, CARTE_BANCAIRE",visa,497038
4970417,7,"VISA, CARTE_BANCAIRE",visa,497041
4970482,7,"VISA, CARTE_BANCAIRE",visa,497048
4970442,7,"VISA, CARTE_BANCAIRE",visa,497044
4970402,7,"VISA, CARTE_BANCAIRE",visa,497040
4970618,7,"VISA, CARTE_BANCAIRE",visa,497061
51336335,8,"MASTER, CARTE_BANCAIRE",master,513363
51336315,8,"MASTER, CARTE_BANCAIRE",master,513363
51337902,8,"MASTER, CARTE_BANCAIRE",master,513379
51329697,8,"MASTER, CARTE_BANCAIRE",master,513296
51329734,8,"MASTER, CARTE_BANCAIRE",master,513297
51329690,8,"MASTER, CARTE_BANCAIRE",master,513296
51329696,8,"MASTER, CARTE_BANCAIRE",master,513296
51329736,8,"MASTER, CARTE_BANCAIRE",master,513297
45567210,8,"VISA, CARTE_BANCAIRE",visa,455672
45567208,8,"VISA, CARTE_BANCAIRE",visa,455672
49760718,8,"VISA, CARTE_BANCAIRE",visa,497607
51336306,8,"MASTER, CARTE_BANCAIRE",master,513363
51336341,8,"MASTER, CARTE_BANCAIRE",master,513363
51336319,8,"MASTER, CARTE_BANCAIRE",master,513363
51337900,8,"MASTER, CARTE_BANCAIRE",master,513379
49757539,8,"VISA, CARTE_BANCAIRE",visa,497575
49760737,8,"VISA, CARTE_BANCAIRE",visa,497607
45567204,8,"VISA, CARTE_BANCAIRE",visa,455672
51336584,8,"MASTER, CARTE_BANCAIRE",master,513365
51336339,8,"MASTER, CARTE_BANCAIRE",master,513363
51336312,8,"MASTER, CARTE_BANCAIRE",master,513363
45567207,8,"VISA, CARTE_BANCAIRE",visa,455672
49778384,8,"VISA, CARTE_BANCAIRE",visa,497783
49779605,8,"VISA, CARTE_BANCAIRE",visa,497796
53711201,8,"MASTER, CARTE_BANCAIRE",master,537112
49780439,8,"VISA, CARTE_BANCAIRE",visa,497804
49780401,8,"VISA, CARTE_BANCAIRE",visa,497804
45333740,8,"VISA, CARTE_BANCAIRE",visa,453337
51363690,8,"MASTER, CARTE_BANCAIRE",master,513636
45335445,8,"VISA, CARTE_BANCAIRE",visa,453354
45333710,8,"VISA, CARTE_BANCAIRE",visa,453337
51364087,8,"MASTER, CARTE_BANCAIRE",master,513640
45335002,8,"VISA, CARTE_BANCAIRE",visa,453350
51364044,8,"MASTER, CARTE_BANCAIRE",master,513640
45335666,8,"VISA, CARTE_BANCAIRE",visa,453356
45335610,8,"VISA, CARTE_BANCAIRE",visa,453356
45335648,8,"VISA, CARTE_BANCAIRE",visa,453356
51336333,8,"MASTER, CARTE_BANCAIRE",master,513363
49770055,8,"VISA, CARTE_BANCAIRE",visa,497700
49778349,8,"VISA, CARTE_BANCAIRE",visa,497783
49779608,8,"VISA, CARTE_BANCAIRE",visa,497796
49778340,8,"VISA, CARTE_BANCAIRE",visa,497783
49778346,8,"VISA, CARTE_BANCAIRE",visa,497783
49781408,8,"VISA, CARTE_BANCAIRE",visa,497814
49782711,8,"VISA, CARTE_BANCAIRE",visa,497827
49784817,8,"VISA, CARTE_BANCAIRE",visa,497848
49784618,8,"VISA, CARTE_BANCAIRE",visa,497846
49775910,8,"VISA, CARTE_BANCAIRE",visa,497759
49781417,8,"VISA, CARTE_BANCAIRE",visa,497814
49782708,8,"VISA, CARTE_BANCAIRE",visa,497827
49783143,8,"VISA, CARTE_BANCAIRE",visa,497831
49784202,8,"VISA, CARTE_BANCAIRE",visa,497842
49784210,8,"VISA, CARTE_BANCAIRE",visa,497842
49786811,8,"VISA, CARTE_BANCAIRE",visa,497868
49786416,8,"VISA, CARTE_BANCAIRE",visa,497864
49786844,8,"VISA, CARTE_BANCAIRE",visa,497868
45330483,8,"VISA, CARTE_BANCAIRE",visa,453304
49787438,8,"VISA, CARTE_BANCAIRE",visa,497874
49786202,8,"VISA, CARTE_BANCAIRE",visa,497862
45330482,8,"VISA, CARTE_BANCAIRE",visa,453304
45330433,8,"VISA, CARTE_BANCAIRE",visa,453304
45330840,8,"VISA, CARTE_BANCAIRE",visa,453308
45330779,8,"VISA, CARTE_BANCAIRE",visa,453307
45331467,8,"VISA, CARTE_BANCAIRE",visa,453314
45331835,8,"VISA, CARTE_BANCAIRE",visa,453318
45331878,8,"VISA, CARTE_BANCAIRE",visa,453318
52920002,8,"MASTER, CARTE_BANCAIRE",master,529200
49775916,8,"VISA, CARTE_BANCAIRE",visa,497759
49779606,8,"VISA, CARTE_BANCAIRE",visa,497796
49779603,8,"VISA, CARTE_BANCAIRE",visa,497796
49780405,8,"VISA, CARTE_BANCAIRE",visa,497804
49780440,8,"VISA, CARTE_BANCAIRE",visa,497804
49781423,8,"VISA, CARTE_BANCAIRE",visa,497814
49780760,8,"VISA, CARTE_BANCAIRE",visa,497807
49781439,8,"VISA, CARTE_BANCAIRE",visa,497814
49782360,8,"VISA, CARTE_BANCAIRE",visa,497823
49782710,8,"VISA, CARTE_BANCAIRE",visa,497827
49783038,8,"VISA, CARTE_BANCAIRE",visa,497830
49783605,8,"VISA, CARTE_BANCAIRE",visa,497836
49783608,8,"VISA, CARTE_BANCAIRE",visa,497836
49783106,8,"VISA, CARTE_BANCAIRE",visa,497831
49783619,8,"VISA, CARTE_BANCAIRE",visa,497836
49783706,8,"VISA, CARTE_BANCAIRE",visa,497837
49785633,8,"VISA, CARTE_BANCAIRE",visa,497856
49785613,8,"VISA, CARTE_BANCAIRE",visa,497856
49786438,8,"VISA, CARTE_BANCAIRE",visa,497864
45330195,8,"VISA, CARTE_BANCAIRE",visa,453301
49786243,8,"VISA, CARTE_BANCAIRE",visa,497862
45330182,8,"VISA, CARTE_BANCAIRE",visa,453301
49787416,8,"VISA, CARTE_BANCAIRE",visa,497874
45330878,8,"VISA, CARTE_BANCAIRE",visa,453308
49786233,8,"VISA, CARTE_BANCAIRE",visa,497862
45330478,8,"VISA, CARTE_BANCAIRE",visa,453304
51361468,8,"MASTER, CARTE_BANCAIRE",master,513614
45331982,8,"VISA, CARTE_BANCAIRE",visa,453319
45337061,8,"VISA, CARTE_BANCAIRE",visa,453370
45337071,8,"VISA, CARTE_BANCAIRE",visa,453370
51369002,8,"MASTER, CARTE_BANCAIRE",master,513690
49798811,8,"VISA, CARTE_BANCAIRE",visa,497988
49782705,8,"VISA, CARTE_BANCAIRE",visa,497827
49783741,8,"VISA, CARTE_BANCAIRE",visa,497837
49783613,8,"VISA, CARTE_BANCAIRE",visa,497836
49783011,8,"VISA, CARTE_BANCAIRE",visa,497830
49783711,8,"VISA, CARTE_BANCAIRE",visa,497837
49783108,8,"VISA, CARTE_BANCAIRE",visa,497831
49783133,8,"VISA, CARTE_BANCAIRE",visa,497831
49783122,8,"VISA, CARTE_BANCAIRE",visa,497831
49784664,8,"VISA, CARTE_BANCAIRE",visa,497846
49784617,8,"VISA, CARTE_BANCAIRE",visa,497846
49784000,8,"VISA, CARTE_BANCAIRE",visa,497840
49784108,8,"VISA, CARTE_BANCAIRE",visa,497841
49785410,8,"VISA, CARTE_BANCAIRE",visa,497854
49787433,8,"VISA, CARTE_BANCAIRE",visa,497874
49787402,8,"VISA, CARTE_BANCAIRE",visa,497874
45331439,8,"VISA, CARTE_BANCAIRE",visa,453314
51360502,8,"MASTER, CARTE_BANCAIRE",master,513605
45330491,8,"VISA, CARTE_BANCAIRE",visa,453304
45330447,8,"VISA, CARTE_BANCAIRE",visa,453304
45330869,8,"VISA, CARTE_BANCAIRE",visa,453308
45330435,8,"VISA, CARTE_BANCAIRE",visa,453304
45330768,8,"VISA, CARTE_BANCAIRE",visa,453307
49788733,8,"VISA, CARTE_BANCAIRE",visa,497887
45331881,8,"VISA, CARTE_BANCAIRE",visa,453318
45331840,8,"VISA, CARTE_BANCAIRE",visa,453318
45331498,8,"VISA, CARTE_BANCAIRE",visa,453314
49784616,8,"VISA, CARTE_BANCAIRE",visa,497846
49783900,8,"VISA, CARTE_BANCAIRE",visa,497839
49784208,8,"VISA, CARTE_BANCAIRE",visa,497842
51620704,8,"MASTER, CARTE_BANCAIRE",master,516207
49784205,8,"VISA, CARTE_BANCAIRE",visa,497842
51620708,8,"MASTER, CARTE_BANCAIRE",master,516207
51620705,8,"MASTER, CARTE_BANCAIRE",master,516207
51620722,8,"MASTER, CARTE_BANCAIRE",master,516207
49784107,8,"VISA, CARTE_BANCAIRE",visa,497841
49784113,8,"VISA, CARTE_BANCAIRE",visa,497841
49785605,8,"VISA, CARTE_BANCAIRE",visa,497856
49784838,8,"VISA, CARTE_BANCAIRE",visa,497848
45330130,8,"VISA, CARTE_BANCAIRE",visa,453301
45330166,8,"VISA, CARTE_BANCAIRE",visa,453301
49786410,8,"VISA, CARTE_BANCAIRE",visa,497864
45330410,8,"VISA, CARTE_BANCAIRE",visa,453304
49787900,8,"VISA, CARTE_BANCAIRE",visa,497879
45331431,8,"VISA, CARTE_BANCAIRE",visa,453314
45330469,8,"VISA, CARTE_BANCAIRE",visa,453304
51360508,8,"MASTER, CARTE_BANCAIRE",master,513605
45330567,8,"VISA, CARTE_BANCAIRE",visa,453305
45330833,8,"VISA, CARTE_BANCAIRE",visa,453308
45330739,8,"VISA, CARTE_BANCAIRE",visa,453307
45330724,8,"VISA, CARTE_BANCAIRE",visa,453307
45330710,8,"VISA, CARTE_BANCAIRE",visa,453307
45331979,8,"VISA, CARTE_BANCAIRE",visa,453319
45330778,8,"VISA, CARTE_BANCAIRE",visa,453307
45330894,8,"VISA, CARTE_BANCAIRE",visa,453308
49788605,8,"VISA, CARTE_BANCAIRE",visa,497886
51361436,8,"MASTER, CARTE_BANCAIRE",master,513614
51361463,8,"MASTER, CARTE_BANCAIRE",master,513614
49788707,8,"VISA, CARTE_BANCAIRE",visa,497887
45331869,8,"VISA, CARTE_BANCAIRE",visa,453318
49788113,8,"VISA, CARTE_BANCAIRE",visa,497881
49788107,8,"VISA, CARTE_BANCAIRE",visa,497881
45331483,8,"VISA, CARTE_BANCAIRE",visa,453314
45333266,8,"VISA, CARTE_BANCAIRE",visa,453332
45335661,8,"VISA, CARTE_BANCAIRE",visa,453356
51363692,8,"MASTER, CARTE_BANCAIRE",master,513636
49789202,8,"VISA, CARTE_BANCAIRE",visa,497892
51363697,8,"MASTER, CARTE_BANCAIRE",master,513636
51366697,8,"MASTER, CARTE_BANCAIRE",master,513666
45335831,8,"VISA, CARTE_BANCAIRE",visa,453358
51366673,8,"MASTER, CARTE_BANCAIRE",master,513666
45337002,8,"VISA, CARTE_BANCAIRE",visa,453370
45337031,8,"VISA, CARTE_BANCAIRE",visa,453370
51366676,8,"MASTER, CARTE_BANCAIRE",master,513666
49794647,8,"VISA, CARTE_BANCAIRE",visa,497946
49794322,8,"VISA, CARTE_BANCAIRE",visa,497943
49784300,8,"VISA, CARTE_BANCAIRE",visa,497843
51620701,8,"MASTER, CARTE_BANCAIRE",master,516207
52931400,8,"MASTER, CARTE_BANCAIRE",master,529314
49785443,8,"VISA, CARTE_BANCAIRE",visa,497854
49785439,8,"VISA, CARTE_BANCAIRE",visa,497854
45331925,8,"VISA, CARTE_BANCAIRE",visa,453319
45331848,8,"VISA, CARTE_BANCAIRE",visa,453318
45333282,8,"VISA, CARTE_BANCAIRE",visa,453332
45333279,8,"VISA, CARTE_BANCAIRE",visa,453332
45333820,8,"VISA, CARTE_BANCAIRE",visa,453338
45335213,8,"VISA, CARTE_BANCAIRE",visa,453352
51363696,8,"MASTER, CARTE_BANCAIRE",master,513636
45333847,8,"VISA, CARTE_BANCAIRE",visa,453338
51364045,8,"MASTER, CARTE_BANCAIRE",master,513640
45335417,8,"VISA, CARTE_BANCAIRE",visa,453354
45335491,8,"VISA, CARTE_BANCAIRE",visa,453354
51364083,8,"MASTER, CARTE_BANCAIRE",master,513640
51364028,8,"MASTER, CARTE_BANCAIRE",master,513640
49794317,8,"VISA, CARTE_BANCAIRE",visa,497943
49787411,8,"VISA, CARTE_BANCAIRE",visa,497874
45330883,8,"VISA, CARTE_BANCAIRE",visa,453308
49788640,8,"VISA, CARTE_BANCAIRE",visa,497886
49788633,8,"VISA, CARTE_BANCAIRE",visa,497886
49786240,8,"VISA, CARTE_BANCAIRE",visa,497862
51361433,8,"MASTER, CARTE_BANCAIRE",master,513614
45331466,8,"VISA, CARTE_BANCAIRE",visa,453314
45331917,8,"VISA, CARTE_BANCAIRE",visa,453319
45331933,8,"VISA, CARTE_BANCAIRE",visa,453319
45331845,8,"VISA, CARTE_BANCAIRE",visa,453318
45331810,8,"VISA, CARTE_BANCAIRE",visa,453318
45333217,8,"VISA, CARTE_BANCAIRE",visa,453332
49789210,8,"VISA, CARTE_BANCAIRE",visa,497892
51363694,8,"MASTER, CARTE_BANCAIRE",master,513636
51363218,8,"MASTER, CARTE_BANCAIRE",master,513632
51363211,8,"MASTER, CARTE_BANCAIRE",master,513632
45335083,8,"VISA, CARTE_BANCAIRE",visa,453350
45335413,8,"VISA, CARTE_BANCAIRE",visa,453354
45335040,8,"VISA, CARTE_BANCAIRE",visa,453350
49794917,8,"VISA, CARTE_BANCAIRE",visa,497949
49794914,8,"VISA, CARTE_BANCAIRE",visa,497949
49794091,8,"VISA, CARTE_BANCAIRE",visa,497940
49794310,8,"VISA, CARTE_BANCAIRE",visa,497943
51375711,8,"MASTER, CARTE_BANCAIRE",master,513757
51375712,8,"MASTER, CARTE_BANCAIRE",master,513757
49789223,8,"VISA, CARTE_BANCAIRE",visa,497892
45333731,8,"VISA, CARTE_BANCAIRE",visa,453337
51363204,8,"MASTER, CARTE_BANCAIRE",master,513632
45333824,8,"VISA, CARTE_BANCAIRE",visa,453338
51363699,8,"MASTER, CARTE_BANCAIRE",master,513636
45333702,8,"VISA, CARTE_BANCAIRE",visa,453337
45333879,8,"VISA, CARTE_BANCAIRE",visa,453338
45333836,8,"VISA, CARTE_BANCAIRE",visa,453338
51364726,8,"MASTER, CARTE_BANCAIRE",master,513647
45335091,8,"VISA, CARTE_BANCAIRE",visa,453350
45335072,8,"VISA, CARTE_BANCAIRE",visa,453350
51364047,8,"MASTER, CARTE_BANCAIRE",master,513640
45335469,8,"VISA, CARTE_BANCAIRE",visa,453354
45335439,8,"VISA, CARTE_BANCAIRE",visa,453354
45335881,8,"VISA, CARTE_BANCAIRE",visa,453358
45337094,8,"VISA, CARTE_BANCAIRE",visa,453370
45337095,8,"VISA, CARTE_BANCAIRE",visa,453370
51374017,8,"MASTER, CARTE_BANCAIRE",master,513740
51373315,8,"MASTER, CARTE_BANCAIRE",master,513733
51377578,8,"MASTER, CARTE_BANCAIRE",master,513775
49789207,8,"VISA, CARTE_BANCAIRE",visa,497892
51363691,8,"MASTER, CARTE_BANCAIRE",master,513636
51363209,8,"MASTER, CARTE_BANCAIRE",master,513632
49789238,8,"VISA, CARTE_BANCAIRE",visa,497892
45333799,8,"VISA, CARTE_BANCAIRE",visa,453337
45333848,8,"VISA, CARTE_BANCAIRE",visa,453338
45333802,8,"VISA, CARTE_BANCAIRE",visa,453338
45335266,8,"VISA, CARTE_BANCAIRE",visa,453352
45333887,8,"VISA, CARTE_BANCAIRE",visa,453338
45333769,8,"VISA, CARTE_BANCAIRE",visa,453337
45333869,8,"VISA, CARTE_BANCAIRE",visa,453338
51364722,8,"MASTER, CARTE_BANCAIRE",master,513647
51364812,8,"MASTER, CARTE_BANCAIRE",master,513648
45335479,8,"VISA, CARTE_BANCAIRE",visa,453354
45335435,8,"VISA, CARTE_BANCAIRE",visa,453354
45335461,8,"VISA, CARTE_BANCAIRE",visa,453354
51364246,8,"MASTER, CARTE_BANCAIRE",master,513642
45335025,8,"VISA, CARTE_BANCAIRE",visa,453350
51364048,8,"MASTER, CARTE_BANCAIRE",master,513640
51364088,8,"MASTER, CARTE_BANCAIRE",master,513640
51364080,8,"MASTER, CARTE_BANCAIRE",master,513640
45335022,8,"VISA, CARTE_BANCAIRE",visa,453350
45335668,8,"VISA, CARTE_BANCAIRE",visa,453356
45335631,8,"VISA, CARTE_BANCAIRE",visa,453356
45335861,8,"VISA, CARTE_BANCAIRE",visa,453358
45335868,8,"VISA, CARTE_BANCAIRE",visa,453358
45337098,8,"VISA, CARTE_BANCAIRE",visa,453370
45337023,8,"VISA, CARTE_BANCAIRE",visa,453370
45337045,8,"VISA, CARTE_BANCAIRE",visa,453370
45337036,8,"VISA, CARTE_BANCAIRE",visa,453370
49794641,8,"VISA, CARTE_BANCAIRE",visa,497946
49794313,8,"VISA, CARTE_BANCAIRE",visa,497943
51369018,8,"MASTER, CARTE_BANCAIRE",master,513690
51372407,8,"MASTER, CARTE_BANCAIRE",master,513724
45335082,8,"VISA, CARTE_BANCAIRE",visa,453350
49789243,8,"VISA, CARTE_BANCAIRE",visa,497892
49789213,8,"VISA, CARTE_BANCAIRE",visa,497892
45333817,8,"VISA, CARTE_BANCAIRE",visa,453338
45333822,8,"VISA, CARTE_BANCAIRE",visa,453338
45333782,8,"VISA, CARTE_BANCAIRE",visa,453337
45335067,8,"VISA, CARTE_BANCAIRE",visa,453350
51364026,8,"MASTER, CARTE_BANCAIRE",master,513640
45335699,8,"VISA, CARTE_BANCAIRE",visa,453356
45335669,8,"VISA, CARTE_BANCAIRE",visa,453356
45335612,8,"VISA, CARTE_BANCAIRE",visa,453356
